Id,Label,timeset,indegree,outdegree,Degree,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality,pageranks
4830229167,4830229167,,0,6,6,74,4,0.483871,0.627778,0,0,0.00003
791842760529764353,791842760529764353,,0,3,3,28,1,1,1,0,0,0.00003
188494932,188494932,,0,4,4,116,4,0.538462,0.72619,0,0,0.00003
4270874422,4270874422,,0,9,9,28,4,0.527778,0.679825,0,0,0.00003
907602732906946561,907602732906946561,,0,22,22,28,5,0.406897,0.580226,0,0,0.00003
610206288,610206288,,0,10,10,17,5,0.33871,0.465079,0,0,0.00003
4838466041,4838466041,,0,1,1,28,1,1,1,0,0,0.00003
186599899,186599899,,0,9,9,17,4,0.394495,0.486434,0,0,0.00003
195855213,195855213,,0,6,6,28,3,0.692308,0.814815,0,0,0.00003
192900959,192900959,,0,2,2,116,1,1,1,0,0,0.00003
2998737521,2998737521,,0,6,6,28,4,0.484848,0.619792,0,0,0.00003
2933710395,2933710395,,0,1,1,28,1,1,1,0,0,0.00003
187234192,187234192,,0,6,6,116,6,0.256944,0.366216,0,0,0.00003
1212901368,1212901368,,5,2,7,142,1,1,1,0,0.000584,0.000092
868103332765851649,868103332765851649,,0,4,4,28,4,0.538462,0.72619,0,0,0.00003
936744011062304769,936744011062304769,,0,2,2,28,3,0.571429,0.708333,0,0,0.00003
1281471061,1281471061,,0,1,1,28,1,1,1,0,0,0.00003
226011872,226011872,,0,4,4,116,4,0.538462,0.72619,0,0,0.00003
1858885386,1858885386,,2,3,5,28,4,0.5,0.680556,0,0.000233,0.000061
373151681,373151681,,0,1,1,28,1,1,1,0,0,0.00003
888241315493814277,888241315493814277,,0,1,1,28,1,1,1,0,0,0.00003
2155518462,2155518462,,0,3,3,28,2,0.8,0.875,0,0,0.00003
292402630,292402630,,0,4,4,17,5,0.454545,0.628333,0,0,0.00003
3221558415,3221558415,,0,1,1,28,1,1,1,0,0,0.00003
1030781521,1030781521,,0,1,1,28,1,1,1,0,0,0.00003
954328143002787840,954328143002787840,,3,15,18,17,6,0.316667,0.468421,0.000001,0.000737,0.000067
345662007,345662007,,0,2,2,28,3,0.571429,0.708333,0,0,0.00003
730808924052414464,730808924052414464,,0,21,21,116,4,0.504505,0.630952,0,0,0.00003
171397020,171397020,,0,1,1,28,1,1,1,0,0,0.00003
144321014,144321014,,0,3,3,17,1,1,1,0,0,0.00003
2437124366,2437124366,,1,2,3,28,1,1,1,0,0.000375,0.000035
4624476076,4624476076,,0,3,3,28,4,0.44,0.55303,0,0,0.00003
701373881999826944,701373881999826944,,0,1,1,28,1,1,1,0,0,0.00003
1146768235,1146768235,,0,7,7,28,3,0.526316,0.633333,0,0,0.00003
146702434,146702434,,2,5,7,159,4,0.571429,0.760417,0,0.000586,0.000048
147729745,147729745,,0,3,3,28,4,0.5,0.680556,0,0,0.00003
577498259,577498259,,0,7,7,28,4,0.408163,0.4875,0,0,0.00003
2389523599,2389523599,,0,2,2,28,1,1,1,0,0,0.00003
614659117,614659117,,0,20,20,116,3,0.516667,0.61828,0,0,0.00003
117278484,117278484,,0,1,1,28,1,1,1,0,0,0.00003
3024514187,3024514187,,0,2,2,28,1,1,1,0,0,0.00003
208786359,208786359,,0,1,1,28,1,1,1,0,0,0.00003
157523545,157523545,,0,4,4,28,3,0.666667,0.805556,0,0,0.00003
947395917048614912,947395917048614912,,0,2,2,116,5,0.288,0.327315,0,0,0.00003
905566472524754944,905566472524754944,,0,31,31,116,3,0.565574,0.688406,0,0,0.00003
157338065,157338065,,0,4,4,116,1,1,1,0,0,0.00003
2992428713,2992428713,,0,5,5,28,2,0.777778,0.857143,0,0,0.00003
222159409,222159409,,0,4,4,116,5,0.301282,0.361348,0,0,0.00003
636839726,636839726,,0,2,2,74,1,1,1,0,0,0.00003
187719807,187719807,,0,2,2,116,6,0.236842,0.287037,0,0,0.00003
4344016600,4344016600,,0,1,1,28,1,1,1,0,0,0.00003
75703929,75703929,,0,1,1,28,1,1,1,0,0,0.00003
1329467456,1329467456,,0,1,1,28,1,1,1,0,0,0.00003
3063795425,3063795425,,2,5,7,28,4,0.533333,0.697917,0,0.000491,0.000033
1528822513,1528822513,,0,66,66,116,4,0.651429,0.773392,0,0,0.00003
4255305209,4255305209,,0,13,13,116,4,0.48913,0.590741,0,0,0.00003
335395510,335395510,,0,6,6,28,4,0.387097,0.449653,0,0,0.00003
2750977053,2750977053,,0,1,1,28,1,1,1,0,0,0.00003
1096915514,1096915514,,0,3,3,28,3,0.625,0.766667,0,0,0.00003
2531359745,2531359745,,2,3,5,28,2,0.714286,0.8,0,0.000233,0.000036
542778574,542778574,,0,1,1,28,1,1,1,0,0,0.00003
716704107642425344,716704107642425344,,0,6,6,28,3,0.555556,0.666667,0,0,0.00003
910710548932808705,910710548932808705,,0,1,1,28,1,1,1,0,0,0.00003
550720338,550720338,,0,1,1,28,1,1,1,0,0,0.00003
944901194106982400,944901194106982400,,0,1,1,28,1,1,1,0,0,0.00003
163277241,163277241,,0,1,1,28,1,1,1,0,0,0.00003
262281168,262281168,,0,7,7,28,6,0.265823,0.378968,0,0,0.00003
216960357,216960357,,0,2,2,28,2,0.75,0.833333,0,0,0.00003
395929679,395929679,,0,2,2,28,3,0.571429,0.708333,0,0,0.00003
926586308495138821,926586308495138821,,0,1,1,28,1,1,1,0,0,0.00003
225539130,225539130,,0,3,3,28,3,0.6,0.722222,0,0,0.00003
1301910931,1301910931,,0,2,2,28,3,0.571429,0.708333,0,0,0.00003
